DEP_CNTRY,IS_STUDY,DES_CNTRY,TFC_TYPE,DES_PRU,DEPS,REGION,YEAR
DK,FALSE,LU,regional,Eurocontrol,433,EUR,2024
BE,FALSE,NG,international,Africa,432,EUR,2024
BE,FALSE,SN,NA,NA,432,EUR,2024
BE,FALSE,DZ,international,Africa,430,EUR,2024
FR,FALSE,LT,regional,Eurocontrol,430,EUR,2024
NL,TRUE,AW,international,Southern America,430,EUR,2024
TR,FALSE,GH,international,Africa,430,EUR,2024
ES,FALSE,QA,international,Middle East,429,EUR,2024
FR,FALSE,CI,international,Africa,429,EUR,2024
DE,FALSE,IN,international,Asia,428,EUR,2024
LU,FALSE,DK,regional,Eurocontrol,427,EUR,2024
CH,FALSE,HU,regional,Eurocontrol,425,EUR,2024
DE,FALSE,KR,international,Asia,425,EUR,2024
CY,FALSE,JO,international,Middle East,424,EUR,2024
MD,FALSE,IE,regional,Eurocontrol,424,EUR,2024
SI,FALSE,PL,regional,Eurocontrol,424,EUR,2024
LV,FALSE,CH,regional,Eurocontrol,423,EUR,2024
PL,FALSE,SI,regional,Eurocontrol,423,EUR,2024
DK,FALSE,CN,international,China,422,EUR,2024
IE,FALSE,MD,regional,Eurocontrol,422,EUR,2024
NO,FALSE,AE,international,Middle East,421,EUR,2024
IT,FALSE,KW,international,Middle East,420,EUR,2024
LT,FALSE,EG,international,Middle East,420,EUR,2024
PT,FALSE,CV,international,Africa,420,EUR,2024
FR,TRUE,CM,international,Africa,419,EUR,2024
CY,FALSE,QA,international,Middle East,415,EUR,2024
NO,FALSE,HU,regional,Eurocontrol,413,EUR,2024
NL,TRUE,BG,regional,Eurocontrol,412,EUR,2024
PL,FALSE,MA,international,Africa,412,EUR,2024
TR,FALSE,AM,regional,Eurocontrol,411,EUR,2024
NL,TRUE,CY,regional,Eurocontrol,410,EUR,2024
AM,FALSE,TR,regional,Eurocontrol,408,EUR,2024
EE,FALSE,NL,regional,Eurocontrol,405,EUR,2024
ES,TRUE,BO,international,Southern America,405,EUR,2024
IT,FALSE,LB,international,Middle East,405,EUR,2024
IT,FALSE,LY,international,Africa,405,EUR,2024
ME,FALSE,IL,international,Middle East,405,EUR,2024
RS,FALSE,MT,regional,Eurocontrol,404,EUR,2024
AT,FALSE,SA,international,Middle East,403,EUR,2024
GB,FALSE,GI,regional,Eurocontrol,403,EUR,2024
MT,FALSE,RS,regional,Eurocontrol,402,EUR,2024
NL,TRUE,MT,regional,Eurocontrol,399,EUR,2024
SI,FALSE,NA,NA,NA,399,EUR,2024
TR,FALSE,HK,international,China,399,EUR,2024
PT,TRUE,NO,regional,Eurocontrol,396,EUR,2024
RS,FALSE,QA,international,Middle East,396,EUR,2024
CY,FALSE,NL,regional,Eurocontrol,395,EUR,2024
ES,TRUE,JO,international,Middle East,395,EUR,2024
GB,TRUE,LK,international,Asia,394,EUR,2024
GR,FALSE,JO,international,Middle East,394,EUR,2024
EE,FALSE,LT,regional,Eurocontrol,393,EUR,2024
FR,FALSE,IS,international,Northern America,393,EUR,2024
GE,FALSE,AT,regional,Eurocontrol,392,EUR,2024
HR,FALSE,AE,international,Middle East,392,EUR,2024
PT,FALSE,SE,regional,Eurocontrol,392,EUR,2024
NO,FALSE,EE,regional,Eurocontrol,389,EUR,2024
AT,FALSE,GE,regional,Eurocontrol,388,EUR,2024
FR,TRUE,BG,regional,Eurocontrol,388,EUR,2024
FI,FALSE,NA,NA,NA,387,EUR,2024
MD,FALSE,FR,regional,Eurocontrol,387,EUR,2024
BE,FALSE,ET,international,Africa,386,EUR,2024
NL,TRUE,EE,regional,Eurocontrol,385,EUR,2024
EE,FALSE,NO,regional,Eurocontrol,383,EUR,2024
FR,FALSE,ME,regional,Eurocontrol,383,EUR,2024
GR,FALSE,AM,regional,Eurocontrol,383,EUR,2024
NO,FALSE,RS,regional,Eurocontrol,382,EUR,2024
RS,FALSE,NO,regional,Eurocontrol,382,EUR,2024
LT,FALSE,BE,regional,Eurocontrol,381,EUR,2024
AM,FALSE,GR,regional,Eurocontrol,380,EUR,2024
SE,FALSE,AE,international,Middle East,380,EUR,2024
EE,FALSE,ES,regional,Eurocontrol,377,EUR,2024
GB,TRUE,AG,international,Southern America,377,EUR,2024
LU,FALSE,TN,international,Africa,376,EUR,2024
CH,TRUE,LV,regional,Eurocontrol,375,EUR,2024
EE,FALSE,FR,regional,Eurocontrol,375,EUR,2024
TR,FALSE,KE,international,Africa,374,EUR,2024
CY,FALSE,CZ,regional,Eurocontrol,373,EUR,2024
FR,FALSE,CV,international,Africa,373,EUR,2024
AL,FALSE,RO,regional,Eurocontrol,372,EUR,2024
CH,FALSE,QA,international,Middle East,372,EUR,2024
CY,FALSE,NO,regional,Eurocontrol,372,EUR,2024
MK,FALSE,SE,regional,Eurocontrol,371,EUR,2024
SK,FALSE,HR,regional,Eurocontrol,371,EUR,2024
AM,FALSE,QA,international,Middle East,370,EUR,2024
HU,FALSE,LU,regional,Eurocontrol,370,EUR,2024
DE,TRUE,UZ,international,Asia,368,EUR,2024
DE,TRUE,AM,regional,Eurocontrol,367,EUR,2024
NO,FALSE,CY,regional,Eurocontrol,367,EUR,2024
BE,FALSE,LT,regional,Eurocontrol,366,EUR,2024
GR,FALSE,MD,regional,Eurocontrol,366,EUR,2024
MD,FALSE,GR,regional,Eurocontrol,366,EUR,2024
SE,FALSE,MK,regional,Eurocontrol,366,EUR,2024
LU,FALSE,BR,international,Southern America,365,EUR,2024
DE,FALSE,CV,international,Africa,364,EUR,2024
IT,FALSE,MX,international,Southern America,364,EUR,2024
RO,FALSE,AL,regional,Eurocontrol,364,EUR,2024
SK,FALSE,ES,regional,Eurocontrol,364,EUR,2024
HU,FALSE,AL,regional,Eurocontrol,363,EUR,2024
BA,FALSE,IT,regional,Eurocontrol,362,EUR,2024
CH,TRUE,BR,international,Southern America,362,EUR,2024
PL,FALSE,KR,international,Asia,362,EUR,2024
AL,FALSE,HU,regional,Eurocontrol,361,EUR,2024
CY,FALSE,NA,NA,NA,361,EUR,2024
CZ,FALSE,CY,regional,Eurocontrol,360,EUR,2024
ES,FALSE,SK,regional,Eurocontrol,360,EUR,2024
FR,TRUE,AN,NA,NA,360,EUR,2024
MT,FALSE,PT,regional,Eurocontrol,360,EUR,2024
NL,FALSE,LT,regional,Eurocontrol,360,EUR,2024
HR,FALSE,SK,regional,Eurocontrol,359,EUR,2024
PT,TRUE,SN,NA,NA,358,EUR,2024
BG,FALSE,SK,regional,Eurocontrol,356,EUR,2024
ES,FALSE,RS,regional,Eurocontrol,356,EUR,2024
SK,FALSE,BG,regional,Eurocontrol,356,EUR,2024
AT,FALSE,TW,international,Asia,355,EUR,2024
FI,FALSE,CN,international,China,355,EUR,2024
AL,FALSE,CH,regional,Eurocontrol,354,EUR,2024
NL,TRUE,TZ,international,Africa,354,EUR,2024
TR,FALSE,RW,international,Africa,354,EUR,2024
IT,FALSE,TW,international,Asia,353,EUR,2024
SK,FALSE,CY,regional,Eurocontrol,353,EUR,2024
AT,FALSE,ET,international,Africa,351,EUR,2024
BA,FALSE,SE,regional,Eurocontrol,351,EUR,2024
BE,FALSE,CY,regional,Eurocontrol,351,EUR,2024
DE,TRUE,ET,international,Africa,351,EUR,2024
FI,FALSE,QA,international,Middle East,351,EUR,2024
FI,FALSE,SG,international,Asia,351,EUR,2024
GB,TRUE,CO,international,Southern America,351,EUR,2024
GB,TRUE,CV,international,Africa,351,EUR,2024
GB,TRUE,OM,international,Middle East,351,EUR,2024
IT,FALSE,SN,NA,NA,351,EUR,2024
FR,TRUE,CL,international,Southern America,350,EUR,2024
TR,FALSE,CO,international,Southern America,349,EUR,2024
AL,FALSE,AE,international,Middle East,348,EUR,2024
GB,TRUE,AU,international,Asia,348,EUR,2024
GB,TRUE,MV,international,Asia,348,EUR,2024
IT,FALSE,BA,regional,Eurocontrol,348,EUR,2024
NL,TRUE,PA,international,Southern America,348,EUR,2024
CY,FALSE,SK,regional,Eurocontrol,347,EUR,2024
ES,TRUE,GT,international,Southern America,347,EUR,2024
IE,FALSE,LV,regional,Eurocontrol,347,EUR,2024
LV,FALSE,IE,regional,Eurocontrol,347,EUR,2024
RS,FALSE,PT,regional,Eurocontrol,347,EUR,2024
TR,FALSE,BF,international,Africa,347,EUR,2024
FR,TRUE,BH,international,Middle East,346,EUR,2024
FR,TRUE,GF,international,Southern America,346,EUR,2024
NL,TRUE,GH,international,Africa,346,EUR,2024
DK,FALSE,UZ,international,Asia,345,EUR,2024
FR,TRUE,AR,international,Southern America,345,EUR,2024
FR,TRUE,ET,international,Africa,345,EUR,2024
FR,TRUE,TW,international,Asia,345,EUR,2024
BE,FALSE,CM,international,Africa,344,EUR,2024
FR,FALSE,GE,regional,Eurocontrol,344,EUR,2024
SK,FALSE,NA,NA,NA,344,EUR,2024
HR,FALSE,MT,regional,Eurocontrol,343,EUR,2024
IE,FALSE,BG,regional,Eurocontrol,343,EUR,2024
SE,FALSE,BA,regional,Eurocontrol,343,EUR,2024
DE,TRUE,AR,international,Southern America,341,EUR,2024
FR,TRUE,NG,international,Africa,340,EUR,2024
MT,FALSE,IE,regional,Eurocontrol,340,EUR,2024
SE,FALSE,ET,international,Africa,340,EUR,2024
AT,FALSE,JO,international,Middle East,339,EUR,2024
NL,TRUE,CO,international,Southern America,339,EUR,2024
AL,FALSE,SE,regional,Eurocontrol,338,EUR,2024
BE,FALSE,SI,regional,Eurocontrol,338,EUR,2024
BG,FALSE,IE,regional,Eurocontrol,338,EUR,2024
CH,TRUE,BG,regional,Eurocontrol,338,EUR,2024
ES,TRUE,PR,international,Southern America,338,EUR,2024
FI,FALSE,HK,international,China,338,EUR,2024
IE,FALSE,MT,regional,Eurocontrol,338,EUR,2024
NL,TRUE,AR,international,Southern America,338,EUR,2024
PT,TRUE,FI,regional,Eurocontrol,338,EUR,2024
SI,FALSE,BE,regional,Eurocontrol,338,EUR,2024
TR,FALSE,MN,international,Asia,338,EUR,2024
FI,FALSE,IN,international,Asia,337,EUR,2024
LU,FALSE,AZ,international,Asia,336,EUR,2024
MT,FALSE,HR,regional,Eurocontrol,331,EUR,2024
RO,FALSE,TN,international,Africa,331,EUR,2024
CH,TRUE,CN,international,China,330,EUR,2024
FI,FALSE,KR,international,Asia,330,EUR,2024
MK,FALSE,NL,regional,Eurocontrol,329,EUR,2024
SE,FALSE,AL,regional,Eurocontrol,329,EUR,2024
BA,FALSE,FR,regional,Eurocontrol,328,EUR,2024
MT,FALSE,RO,regional,Eurocontrol,328,EUR,2024
NL,FALSE,CZ,regional,Eurocontrol,327,EUR,2024
TR,FALSE,IL,international,Middle East,327,EUR,2024
BE,FALSE,AZ,international,Asia,326,EUR,2024
SE,FALSE,RO,regional,Eurocontrol,325,EUR,2024
IT,FALSE,XK,NA,NA,324,EUR,2024
PL,FALSE,IN,international,Asia,324,EUR,2024
DE,TRUE,CU,international,Southern America,323,EUR,2024
BG,FALSE,QA,international,Middle East,322,EUR,2024
FR,TRUE,GA,international,Africa,322,EUR,2024
HU,FALSE,GE,regional,Eurocontrol,322,EUR,2024
HU,FALSE,KR,international,Asia,322,EUR,2024
NL,FALSE,AL,regional,Eurocontrol,322,EUR,2024
TR,FALSE,MU,international,Africa,322,EUR,2024
BA,FALSE,CH,regional,Eurocontrol,321,EUR,2024
IE,FALSE,MA,international,Africa,321,EUR,2024
PL,FALSE,MK,regional,Eurocontrol,321,EUR,2024
RO,FALSE,MT,regional,Eurocontrol,321,EUR,2024
FR,TRUE,PE,international,Southern America,320,EUR,2024
ES,FALSE,AE,international,Middle East,319,EUR,2024
HU,FALSE,NA,NA,NA,319,EUR,2024
FR,TRUE,CG,international,Africa,318,EUR,2024
GR,FALSE,SI,regional,Eurocontrol,318,EUR,2024
PL,FALSE,CN,international,China,318,EUR,2024
RO,FALSE,SE,regional,Eurocontrol,318,EUR,2024
TR,FALSE,MV,international,Asia,318,EUR,2024
LV,FALSE,GE,regional,Eurocontrol,317,EUR,2024
MK,FALSE,PL,regional,Eurocontrol,317,EUR,2024
RS,FALSE,US,international,Northern America,317,EUR,2024
GE,FALSE,HU,regional,Eurocontrol,316,EUR,2024
GE,FALSE,LV,regional,Eurocontrol,315,EUR,2024
GR,FALSE,CN,international,China,315,EUR,2024
TR,FALSE,CM,international,Africa,315,EUR,2024
GB,TRUE,RW,international,Africa,314,EUR,2024
FR,TRUE,AM,regional,Eurocontrol,313,EUR,2024
IT,FALSE,CV,international,Africa,313,EUR,2024
RS,FALSE,EG,international,Middle East,313,EUR,2024
TR,FALSE,CD,international,Africa,311,EUR,2024
FR,TRUE,CR,international,Southern America,310,EUR,2024
GB,TRUE,DO,international,Southern America,310,EUR,2024
FR,TRUE,GE,regional,Eurocontrol,309,EUR,2024
NO,FALSE,KR,international,Asia,309,EUR,2024
DE,FALSE,JP,international,Asia,307,EUR,2024
AT,FALSE,IS,international,Northern America,306,EUR,2024
GB,TRUE,BM,international,Southern America,306,EUR,2024
SE,FALSE,XK,NA,NA,306,EUR,2024
FR,TRUE,KW,international,Middle East,305,EUR,2024
SI,FALSE,GR,regional,Eurocontrol,304,EUR,2024
MT,FALSE,TN,international,Africa,302,EUR,2024
NL,TRUE,NG,international,Africa,302,EUR,2024
PT,FALSE,BR,international,Southern America,302,EUR,2024
IT,FALSE,OM,international,Middle East,301,EUR,2024
TR,FALSE,LK,international,Asia,301,EUR,2024
DK,FALSE,SG,international,Asia,300,EUR,2024
SK,FALSE,FR,regional,Eurocontrol,299,EUR,2024
NL,TRUE,PE,international,Southern America,298,EUR,2024
CH,FALSE,CA,international,Northern America,297,EUR,2024
GB,TRUE,AZ,international,Asia,297,EUR,2024
FR,FALSE,BA,regional,Eurocontrol,296,EUR,2024
GB,FALSE,SG,international,Asia,296,EUR,2024
PT,FALSE,HU,regional,Eurocontrol,296,EUR,2024
GB,TRUE,AL,regional,Eurocontrol,294,EUR,2024
LV,FALSE,EG,international,Middle East,294,EUR,2024
EE,FALSE,CH,regional,Eurocontrol,293,EUR,2024
GE,FALSE,UZ,international,Asia,292,EUR,2024
BE,FALSE,RW,international,Africa,291,EUR,2024
ME,FALSE,CH,regional,Eurocontrol,291,EUR,2024
PL,FALSE,AM,regional,Eurocontrol,291,EUR,2024
SE,FALSE,CN,international,China,291,EUR,2024
ES,TRUE,AZ,international,Asia,290,EUR,2024
TR,FALSE,ML,international,Africa,289,EUR,2024
AM,FALSE,PL,regional,Eurocontrol,288,EUR,2024
HU,FALSE,HR,regional,Eurocontrol,288,EUR,2024
CY,FALSE,FI,regional,Eurocontrol,287,EUR,2024
PT,TRUE,IL,international,Middle East,285,EUR,2024
SI,FALSE,BA,regional,Eurocontrol,284,EUR,2024
FI,FALSE,CY,regional,Eurocontrol,283,EUR,2024
ES,TRUE,PY,international,Southern America,282,EUR,2024
LT,FALSE,CZ,regional,Eurocontrol,282,EUR,2024
BE,FALSE,CD,international,Africa,281,EUR,2024
BE,FALSE,KZ,international,Asia,281,EUR,2024
BA,FALSE,SI,regional,Eurocontrol,280,EUR,2024
BG,FALSE,NO,regional,Eurocontrol,280,EUR,2024
FR,TRUE,BJ,international,Africa,280,EUR,2024
MT,FALSE,DK,regional,Eurocontrol,280,EUR,2024
LT,FALSE,CH,regional,Eurocontrol,279,EUR,2024
HR,FALSE,HU,regional,Eurocontrol,278,EUR,2024
BE,FALSE,GE,regional,Eurocontrol,277,EUR,2024
NO,FALSE,TH,international,Asia,277,EUR,2024
TR,FALSE,TJ,international,Asia,277,EUR,2024
FR,TRUE,LT,regional,Eurocontrol,276,EUR,2024
DK,FALSE,MT,regional,Eurocontrol,275,EUR,2024
ES,FALSE,MX,international,Southern America,275,EUR,2024
PT,FALSE,NO,regional,Eurocontrol,275,EUR,2024
DE,TRUE,CV,international,Africa,274,EUR,2024
TR,FALSE,SO,international,Africa,271,EUR,2024
ES,FALSE,EE,regional,Eurocontrol,270,EUR,2024
NL,TRUE,CV,international,Africa,270,EUR,2024
SK,FALSE,CH,regional,Eurocontrol,270,EUR,2024
NO,FALSE,BG,regional,Eurocontrol,269,EUR,2024
BE,FALSE,GH,international,Africa,268,EUR,2024
CH,TRUE,BA,regional,Eurocontrol,268,EUR,2024
BE,FALSE,LU,regional,Eurocontrol,267,EUR,2024
FR,FALSE,SK,regional,Eurocontrol,266,EUR,2024
GB,TRUE,VN,international,Asia,266,EUR,2024
FR,FALSE,LV,regional,Eurocontrol,265,EUR,2024
FR,FALSE,MD,regional,Eurocontrol,265,EUR,2024
MK,FALSE,GR,regional,Eurocontrol,265,EUR,2024
CY,FALSE,LT,regional,Eurocontrol,264,EUR,2024
GB,FALSE,XK,NA,NA,264,EUR,2024
BA,FALSE,KW,international,Middle East,263,EUR,2024
LT,FALSE,CY,regional,Eurocontrol,262,EUR,2024
PT,TRUE,MZ,international,Africa,261,EUR,2024
BG,FALSE,EG,international,Middle East,260,EUR,2024
CH,FALSE,RS,regional,Eurocontrol,260,EUR,2024
NL,TRUE,EC,international,Southern America,260,EUR,2024
SI,FALSE,AE,international,Middle East,259,EUR,2024
BA,FALSE,GB,regional,Eurocontrol,257,EUR,2024
CH,TRUE,JP,international,Asia,257,EUR,2024
CH,TRUE,LT,regional,Eurocontrol,257,EUR,2024
NL,TRUE,MY,international,Asia,257,EUR,2024
CH,TRUE,MA,international,Africa,256,EUR,2024
FR,FALSE,SI,regional,Eurocontrol,256,EUR,2024
GE,FALSE,IN,international,Asia,256,EUR,2024
FR,FALSE,GF,international,Southern America,255,EUR,2024
SK,FALSE,IE,regional,Eurocontrol,255,EUR,2024
MK,FALSE,BE,regional,Eurocontrol,254,EUR,2024
TR,FALSE,BJ,international,Africa,254,EUR,2024
DE,FALSE,TH,international,Asia,253,EUR,2024
CH,TRUE,EE,regional,Eurocontrol,252,EUR,2024
GE,FALSE,BE,regional,Eurocontrol,252,EUR,2024
IE,FALSE,SK,regional,Eurocontrol,252,EUR,2024
LU,FALSE,TM,international,Asia,252,EUR,2024
CH,FALSE,ET,international,Africa,251,EUR,2024
NL,FALSE,NO,regional,Eurocontrol,251,EUR,2024
DE,TRUE,MU,international,Africa,250,EUR,2024
AT,FALSE,MA,international,Africa,249,EUR,2024
EE,FALSE,GR,regional,Eurocontrol,249,EUR,2024
GB,TRUE,ME,regional,Eurocontrol,249,EUR,2024
ES,FALSE,SA,international,Middle East,248,EUR,2024
FR,TRUE,MG,international,Africa,248,EUR,2024
GB,FALSE,BA,regional,Eurocontrol,248,EUR,2024
PT,TRUE,RS,regional,Eurocontrol,248,EUR,2024
BE,FALSE,SG,international,Asia,247,EUR,2024
DE,FALSE,AM,regional,Eurocontrol,247,EUR,2024
FR,FALSE,AM,regional,Eurocontrol,247,EUR,2024
BE,FALSE,MK,regional,Eurocontrol,246,EUR,2024
LU,FALSE,SA,international,Middle East,246,EUR,2024
CZ,FALSE,IS,international,Northern America,245,EUR,2024
FR,FALSE,DO,international,Southern America,245,EUR,2024
FR,TRUE,TG,international,Africa,245,EUR,2024
GR,FALSE,EE,regional,Eurocontrol,245,EUR,2024
ME,FALSE,SI,regional,Eurocontrol,245,EUR,2024
NL,FALSE,MK,regional,Eurocontrol,245,EUR,2024
BG,FALSE,NA,NA,NA,244,EUR,2024
CH,FALSE,RO,regional,Eurocontrol,244,EUR,2024
GB,FALSE,KW,international,Middle East,244,EUR,2024
PL,FALSE,AZ,international,Asia,244,EUR,2024
CH,TRUE,AL,regional,Eurocontrol,243,EUR,2024
NL,TRUE,RW,international,Africa,243,EUR,2024
BE,FALSE,KR,international,Asia,242,EUR,2024
SI,FALSE,ME,regional,Eurocontrol,242,EUR,2024
ES,TRUE,HK,international,China,241,EUR,2024
GB,FALSE,DO,international,Southern America,241,EUR,2024
FR,TRUE,PA,international,Southern America,239,EUR,2024
EE,FALSE,EG,international,Middle East,238,EUR,2024
TR,FALSE,GA,international,Africa,238,EUR,2024
CH,FALSE,DZ,international,Africa,236,EUR,2024
DE,TRUE,CO,international,Southern America,236,EUR,2024
DK,FALSE,IN,international,Asia,236,EUR,2024
GB,FALSE,NG,international,Africa,235,EUR,2024
LU,FALSE,MX,international,Southern America,235,EUR,2024
NL,FALSE,RS,regional,Eurocontrol,235,EUR,2024
RO,FALSE,PT,regional,Eurocontrol,235,EUR,2024
AT,FALSE,EE,regional,Eurocontrol,234,EUR,2024
PL,FALSE,JP,international,Asia,234,EUR,2024
SE,FALSE,EG,international,Middle East,234,EUR,2024
FR,TRUE,OM,international,Middle East,233,EUR,2024
SK,FALSE,BE,regional,Eurocontrol,233,EUR,2024
FR,FALSE,JO,international,Middle East,231,EUR,2024
FR,TRUE,YT,international,Africa,230,EUR,2024
BE,FALSE,JO,international,Middle East,229,EUR,2024
MK,FALSE,SK,regional,Eurocontrol,229,EUR,2024
RO,FALSE,NO,regional,Eurocontrol,229,EUR,2024
CH,FALSE,CN,international,China,228,EUR,2024
CH,FALSE,IL,international,Middle East,228,EUR,2024
EE,FALSE,AT,regional,Eurocontrol,227,EUR,2024
LU,FALSE,NA,NA,NA,227,EUR,2024
MD,FALSE,GE,regional,Eurocontrol,227,EUR,2024
GB,FALSE,MK,regional,Eurocontrol,226,EUR,2024
GB,TRUE,TW,international,Asia,226,EUR,2024
NL,FALSE,IE,regional,Eurocontrol,226,EUR,2024
CH,TRUE,SA,international,Middle East,225,EUR,2024
CY,FALSE,BH,international,Middle East,224,EUR,2024
GE,FALSE,NL,regional,Eurocontrol,224,EUR,2024
IT,FALSE,TM,international,Asia,224,EUR,2024
ME,FALSE,HR,regional,Eurocontrol,224,EUR,2024
BE,FALSE,SK,regional,Eurocontrol,223,EUR,2024
LV,FALSE,CY,regional,Eurocontrol,223,EUR,2024
AT,FALSE,IQ,international,Middle East,222,EUR,2024
GB,FALSE,JM,international,Southern America,222,EUR,2024
IE,FALSE,EG,international,Middle East,222,EUR,2024
NL,TRUE,GE,regional,Eurocontrol,222,EUR,2024
GE,FALSE,MD,regional,Eurocontrol,221,EUR,2024
GR,FALSE,SG,international,Asia,220,EUR,2024
NO,FALSE,RO,regional,Eurocontrol,220,EUR,2024
BG,FALSE,MT,regional,Eurocontrol,219,EUR,2024
CY,FALSE,LV,regional,Eurocontrol,218,EUR,2024
DE,FALSE,SA,international,Middle East,218,EUR,2024
NL,TRUE,JO,international,Middle East,218,EUR,2024
TR,FALSE,MR,international,Africa,218,EUR,2024
MT,FALSE,BG,regional,Eurocontrol,217,EUR,2024
GB,FALSE,AZ,international,Asia,216,EUR,2024
GE,FALSE,ES,regional,Eurocontrol,216,EUR,2024
HU,FALSE,UZ,international,Asia,216,EUR,2024
LV,FALSE,AE,international,Middle East,216,EUR,2024
NL,TRUE,AZ,international,Asia,216,EUR,2024
CY,FALSE,BE,regional,Eurocontrol,215,EUR,2024
ES,TRUE,HN,international,Southern America,215,EUR,2024
IT,FALSE,TH,international,Asia,215,EUR,2024
TR,FALSE,NA,NA,NA,215,EUR,2024
AT,FALSE,TN,international,Africa,214,EUR,2024
BE,FALSE,BH,international,Middle East,214,EUR,2024
SK,FALSE,MK,regional,Eurocontrol,214,EUR,2024
CZ,FALSE,US,international,Northern America,213,EUR,2024
ES,FALSE,CV,international,Africa,213,EUR,2024
BG,FALSE,TN,international,Africa,212,EUR,2024
LU,FALSE,CZ,regional,Eurocontrol,212,EUR,2024
LU,FALSE,HU,regional,Eurocontrol,212,EUR,2024
SE,FALSE,LU,regional,Eurocontrol,212,EUR,2024
SI,FALSE,HR,regional,Eurocontrol,212,EUR,2024
BE,FALSE,EE,regional,Eurocontrol,211,EUR,2024
CH,FALSE,LB,international,Middle East,211,EUR,2024
CZ,FALSE,LU,regional,Eurocontrol,209,EUR,2024
FR,TRUE,MR,international,Africa,209,EUR,2024
SI,FALSE,NL,regional,Eurocontrol,209,EUR,2024
EE,FALSE,BE,regional,Eurocontrol,208,EUR,2024
MK,FALSE,GB,regional,Eurocontrol,208,EUR,2024
CY,FALSE,HR,regional,Eurocontrol,207,EUR,2024
CH,FALSE,BG,regional,Eurocontrol,205,EUR,2024
LU,FALSE,BE,regional,Eurocontrol,205,EUR,2024
LU,FALSE,SE,regional,Eurocontrol,205,EUR,2024
RS,FALSE,TN,international,Africa,205,EUR,2024
HR,FALSE,ME,regional,Eurocontrol,204,EUR,2024
TR,FALSE,CU,international,Southern America,204,EUR,2024
ES,TRUE,GE,regional,Eurocontrol,203,EUR,2024
DE,TRUE,AZ,international,Asia,202,EUR,2024
ES,TRUE,KW,international,Middle East,202,EUR,2024
FR,TRUE,TD,international,Africa,202,EUR,2024
HR,FALSE,CY,regional,Eurocontrol,202,EUR,2024
RS,FALSE,CN,international,China,202,EUR,2024
DE,FALSE,JO,international,Middle East,201,EUR,2024
FR,TRUE,EE,regional,Eurocontrol,201,EUR,2024
NL,TRUE,KZ,international,Asia,201,EUR,2024
ES,FALSE,CA,international,Northern America,200,EUR,2024
HU,FALSE,SA,international,Middle East,200,EUR,2024
PT,TRUE,GW,international,Africa,200,EUR,2024
TR,FALSE,NP,international,Asia,200,EUR,2024
CH,TRUE,KR,international,Asia,199,EUR,2024
ES,TRUE,NA,NA,NA,199,EUR,2024
GB,TRUE,BD,international,Asia,199,EUR,2024
GB,TRUE,CL,international,Southern America,198,EUR,2024
LV,FALSE,PT,regional,Eurocontrol,198,EUR,2024
DE,TRUE,MN,international,Asia,197,EUR,2024
FR,TRUE,CU,international,Southern America,197,EUR,2024
ES,FALSE,SN,NA,NA,193,EUR,2024
CZ,FALSE,CV,international,Africa,191,EUR,2024
NL,TRUE,SI,regional,Eurocontrol,191,EUR,2024
RO,FALSE,LV,regional,Eurocontrol,191,EUR,2024
CH,TRUE,NA,NA,NA,190,EUR,2024
LU,FALSE,ZA,international,Africa,189,EUR,2024
TR,FALSE,DJ,international,Africa,189,EUR,2024
TR,FALSE,PA,international,Southern America,188,EUR,2024
GR,FALSE,ET,international,Africa,187,EUR,2024
AT,FALSE,IR,international,Middle East,186,EUR,2024
CZ,FALSE,GE,regional,Eurocontrol,186,EUR,2024
LV,FALSE,MT,regional,Eurocontrol,186,EUR,2024
BE,FALSE,CV,international,Africa,185,EUR,2024
DE,FALSE,KW,international,Middle East,185,EUR,2024
ES,FALSE,IL,international,Middle East,185,EUR,2024
CH,TRUE,ME,regional,Eurocontrol,184,EUR,2024
DE,TRUE,IR,international,Middle East,184,EUR,2024
GR,FALSE,ME,regional,Eurocontrol,184,EUR,2024
MD,FALSE,AZ,international,Asia,184,EUR,2024
GE,FALSE,CZ,regional,Eurocontrol,183,EUR,2024
IT,FALSE,TZ,international,Africa,183,EUR,2024
MT,FALSE,LV,regional,Eurocontrol,183,EUR,2024
BE,FALSE,SL,international,Africa,182,EUR,2024
CZ,FALSE,KR,international,Asia,182,EUR,2024
HR,FALSE,SI,regional,Eurocontrol,182,EUR,2024
LV,FALSE,UZ,international,Asia,182,EUR,2024
AT,FALSE,KR,international,Asia,181,EUR,2024
IE,FALSE,NA,NA,NA,181,EUR,2024
AT,FALSE,JP,international,Asia,180,EUR,2024
BA,FALSE,BA,regional,Eurocontrol,180,EUR,2024
DE,TRUE,MV,international,Asia,180,EUR,2024
IT,FALSE,MV,international,Asia,180,EUR,2024
RS,FALSE,IL,international,Middle East,180,EUR,2024
MT,FALSE,SK,regional,Eurocontrol,179,EUR,2024
SK,FALSE,MT,regional,Eurocontrol,179,EUR,2024
CH,TRUE,SK,regional,Eurocontrol,178,EUR,2024
PL,FALSE,BA,regional,Eurocontrol,178,EUR,2024
BA,FALSE,PL,regional,Eurocontrol,177,EUR,2024
IT,FALSE,DO,international,Southern America,177,EUR,2024
LV,FALSE,RO,regional,Eurocontrol,177,EUR,2024
ME,FALSE,CZ,regional,Eurocontrol,176,EUR,2024
PT,TRUE,RO,regional,Eurocontrol,176,EUR,2024
